parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",11821.0,"Peppers, sweet, red, raw",15.0
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",2047.0,"Salt, table, iodized",1.0
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",6931.0,"Sauce, pasta, spaghetti/marinara, ready-to-serve",198.8235294117647
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",11261.0,"Mushrooms, white, cooked, boiled, drained, without salt",19.11764705882353
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",11821.0,"Peppers, sweet, red, raw",15.0
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146381,"Pasta with cream sauce, restaurant",1001.0,"Butter, salted",4.567126725219573
58146381,"Pasta with cream sauce, restaurant",1032.0,"Cheese, parmesan, grated",6.524466750313676
58146381,"Pasta with cream sauce, restaurant",1053.0,"Cream, fluid, heavy whipping",39.146800501882055
58146381,"Pasta with cream sauce, restaurant",2047.0,"Salt, table, iodized",3.968005018820577
58146381,"Pasta with cream sauce, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146381,"Pasta with cream sauce, restaurant",14411.0,"Beverages, water, tap, drinking",78.29360100376411
58146381,"Pasta with cream sauce, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146382,"Pasta with cream sauce, home recipe",1001.0,"Butter, salted",4.567126725219573
58146382,"Pasta with cream sauce, home recipe",1032.0,"Cheese, parmesan, grated",6.524466750313676
58146382,"Pasta with cream sauce, home recipe",1053.0,"Cream, fluid, heavy whipping",39.146800501882055
58146382,"Pasta with cream sauce, home recipe",2047.0,"Salt, table, iodized",1.468005018820577
58146382,"Pasta with cream sauce, home recipe",14411.0,"Beverages, water, tap, drinking",78.29360100376411
58146382,"Pasta with cream sauce, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146383,"Pasta with cream sauce, ready-to-heat",1001.0,"Butter, salted",4.567126725219573
58146383,"Pasta with cream sauce, ready-to-heat",1032.0,"Cheese, parmesan, grated",6.524466750313676
58146383,"Pasta with cream sauce, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",39.146800501882055
58146383,"Pasta with cream sauce, ready-to-heat",2047.0,"Salt, table, iodized",2.468005018820577
58146383,"Pasta with cream sauce, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146383,"Pasta with cream sauce, ready-to-heat",14411.0,"Beverages, water, tap, drinking",78.29360100376411
58146383,"Pasta with cream sauce, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146391,"Pasta with cream sauce and added vegetables, restaurant",1001.0,"Butter, salted",9.134253450439148
58146391,"Pasta with cream sauce and added vegetables, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146391,"Pasta with cream sauce and added vegetables, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146391,"Pasta with cream sauce and added vegetables, restaurant",2047.0,"Salt, table, iodized",5.436010037641154
58146391,"Pasta with cream sauce and added vegetables, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146391,"Pasta with cream sauce and added vegetables, restaurant",11260.0,"Mushrooms, white, raw",25.0
58146391,"Pasta with cream sauce and added vegetables, restaurant",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",5.735294117647059
58146391,"Pasta with cream sauce and added vegetables, restaurant",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146391,"Pasta with cream sauce and added vegetables, restaurant",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146391,"Pasta with cream sauce and added vegetables, restaurant",11821.0,"Peppers, sweet, red, raw",15.0
58146391,"Pasta with cream sauce and added vegetables, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146391,"Pasta with cream sauce and added vegetables, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146392,"Pasta with cream sauce and added vegetables, from home recipe",1001.0,"Butter, salted",9.134253450439148
58146392,"Pasta with cream sauce and added vegetables, from home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146392,"Pasta with cream sauce and added vegetables, from home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146392,"Pasta with cream sauce and added vegetables, from home recipe",2047.0,"Salt, table, iodized",2.936010037641154
58146392,"Pasta with cream sauce and added vegetables, from home recipe",11260.0,"Mushrooms, white, raw",25.0
58146392,"Pasta with cream sauce and added vegetables, from home recipe",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",5.735294117647059
58146392,"Pasta with cream sauce and added vegetables, from home recipe",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146392,"Pasta with cream sauce and added vegetables, from home recipe",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146392,"Pasta with cream sauce and added vegetables, from home recipe",11821.0,"Peppers, sweet, red, raw",15.0
58146392,"Pasta with cream sauce and added vegetables, from home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146392,"Pasta with cream sauce and added vegetables, from home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",2047.0,"Salt, table, iodized",3.936010037641154
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",11260.0,"Mushrooms, white, raw",25.0
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",5.735294117647059
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",11821.0,"Peppers, sweet, red, raw",15.0
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146401,"Pasta with cream sauce and meat, restaurant",1001.0,"Butter, salted",9.134253450439148
58146401,"Pasta with cream sauce and meat, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146401,"Pasta with cream sauce and meat, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146401,"Pasta with cream sauce and meat, restaurant",2047.0,"Salt, table, iodized",5.436010037641154
58146401,"Pasta with cream sauce and meat, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146401,"Pasta with cream sauce and meat, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146401,"Pasta with cream sauce and meat, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146401,"Pasta with cream sauce and meat, restaurant",23223.0,"Ground beef, cooked, averaged",24.375
58146402,"Pasta with cream sauce and meat, home recipe",1001.0,"Butter, salted",9.134253450439148
58146402,"Pasta with cream sauce and meat, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146402,"Pasta with cream sauce and meat, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146402,"Pasta with cream sauce and meat, home recipe",2047.0,"Salt, table, iodized",2.936010037641154
58146402,"Pasta with cream sauce and meat, home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146402,"Pasta with cream sauce and meat, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146402,"Pasta with cream sauce and meat, home recipe",23223.0,"Ground beef, cooked, averaged",24.375
58146403,"Pasta with cream sauce and meat, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146403,"Pasta with cream sauce and meat, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146403,"Pasta with cream sauce and meat, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146403,"Pasta with cream sauce and meat, ready-to-heat",2047.0,"Salt, table, iodized",3.936010037641154
58146403,"Pasta with cream sauce and meat, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146403,"Pasta with cream sauce and meat, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146403,"Pasta with cream sauce and meat, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146403,"Pasta with cream sauce and meat, ready-to-heat",23223.0,"Ground beef, cooked, averaged",24.375
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",1001.0,"Butter, salted",9.134253450439148
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",2047.0,"Salt, table, iodized",5.436010037641154
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",11260.0,"Mushrooms, white, raw",25.0
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",11821.0,"Peppers, sweet, red, raw",15.0
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",23223.0,"Ground beef, cooked, averaged",24.375
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",1001.0,"Butter, salted",9.134253450439148
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",2047.0,"Salt, table, iodized",2.936010037641154
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",11260.0,"Mushrooms, white, raw",25.0
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",11821.0,"Peppers, sweet, red, raw",15.0
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",23223.0,"Ground beef, cooked, averaged",24.375
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",2047.0,"Salt, table, iodized",3.936010037641154
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",11260.0,"Mushrooms, white, raw",25.0
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",11821.0,"Peppers, sweet, red, raw",15.0
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",23223.0,"Ground beef, cooked, averaged",24.375
58146421,"Pasta with cream sauce and poultry, restaurant",1001.0,"Butter, salted",9.134253450439148
58146421,"Pasta with cream sauce and poultry, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146421,"Pasta with cream sauce and poultry, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146421,"Pasta with cream sauce and poultry, restaurant",2047.0,"Salt, table, iodized",5.685910870643932
58146421,"Pasta with cream sauce and poultry, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146421,"Pasta with cream sauce and poultry, restaurant",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146421,"Pasta with cream sauce and poultry, restaurant",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146421,"Pasta with cream sauce and poultry, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146421,"Pasta with cream sauce and poultry, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146422,"Pasta with cream sauce and poultry, home recipe",1001.0,"Butter, salted",9.134253450439148
58146422,"Pasta with cream sauce and poultry, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146422,"Pasta with cream sauce and poultry, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146422,"Pasta with cream sauce and poultry, home recipe",2047.0,"Salt, table, iodized",3.1859108706439314
58146422,"Pasta with cream sauce and poultry, home recipe",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146422,"Pasta with cream sauce and poultry, home recipe",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146422,"Pasta with cream sauce and poultry, home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146422,"Pasta with cream sauce and poultry, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146423,"Pasta with cream sauce and poultry, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146423,"Pasta with cream sauce and poultry, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146423,"Pasta with cream sauce and poultry, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146423,"Pasta with cream sauce and poultry, ready-to-heat",2047.0,"Salt, table, iodized",4.185910870643932
58146423,"Pasta with cream sauce and poultry, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146423,"Pasta with cream sauce and poultry, ready-to-heat",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146423,"Pasta with cream sauce and poultry, ready-to-heat",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146423,"Pasta with cream sauce and poultry, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146423,"Pasta with cream sauce and poultry, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",1001.0,"Butter, salted",9.134253450439148
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",2047.0,"Salt, table, iodized",5.685910870643932
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",11260.0,"Mushrooms, white, raw",25.0
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",11821.0,"Peppers, sweet, red, raw",15.0
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",1001.0,"Butter, salted",9.134253450439148
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",2047.0,"Salt, table, iodized",3.1859108706439314
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",11260.0,"Mushrooms, white, raw",25.0
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",11821.0,"Peppers, sweet, red, raw",15.0
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",2047.0,"Salt, table, iodized",4.185910870643932
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",5000.0,"Chicken, broiler, rotisserie, BBQ, breast, meat only",12.1875
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",5306.0,"Turkey, Ground, cooked",29.75009916699722
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",11260.0,"Mushrooms, white, raw",25.0
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",11821.0,"Peppers, sweet, red, raw",15.0
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146441,"Pasta with cream sauce and seafood, restaurant",1001.0,"Butter, salted",9.134253450439148
58146441,"Pasta with cream sauce and seafood, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146441,"Pasta with cream sauce and seafood, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146441,"Pasta with cream sauce and seafood, restaurant",2047.0,"Salt, table, iodized",5.436010037641154
58146441,"Pasta with cream sauce and seafood, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146441,"Pasta with cream sauce and seafood, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146441,"Pasta with cream sauce and seafood, restaurant",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146441,"Pasta with cream sauce and seafood, restaurant",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146441,"Pasta with cream sauce and seafood, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146442,"Pasta with cream sauce and seafood, home recipe",1001.0,"Butter, salted",9.134253450439148
58146442,"Pasta with cream sauce and seafood, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146442,"Pasta with cream sauce and seafood, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146442,"Pasta with cream sauce and seafood, home recipe",2047.0,"Salt, table, iodized",2.936010037641154
58146442,"Pasta with cream sauce and seafood, home recipe",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146442,"Pasta with cream sauce and seafood, home recipe",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146442,"Pasta with cream sauce and seafood, home recipe",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146442,"Pasta with cream sauce and seafood, home recipe",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146443,"Pasta with cream sauce and seafood, ready-to-heat",1001.0,"Butter, salted",9.134253450439148
58146443,"Pasta with cream sauce and seafood, ready-to-heat",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146443,"Pasta with cream sauce and seafood, ready-to-heat",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146443,"Pasta with cream sauce and seafood, ready-to-heat",2047.0,"Salt, table, iodized",3.936010037641154
58146443,"Pasta with cream sauce and seafood, ready-to-heat",4322.0,"Vegetable oil, averaged",5.0
58146443,"Pasta with cream sauce and seafood, ready-to-heat",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146443,"Pasta with cream sauce and seafood, ready-to-heat",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146443,"Pasta with cream sauce and seafood, ready-to-heat",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146443,"Pasta with cream sauce and seafood, ready-to-heat",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",1001.0,"Butter, salted",9.134253450439148
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",2047.0,"Salt, table, iodized",5.436010037641154
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",4322.0,"Vegetable oil, averaged",20.0
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",11260.0,"Mushrooms, white, raw",25.0
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",11334.0,"Peppers, sweet, green, cooked, boiled, drained, without salt",11.470588235294118
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",11467.0,"Squash, summer, crookneck and straightneck, raw",12.5
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",11477.0,"Squash, summer, zucchini, includes skin, raw",12.5
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",11821.0,"Peppers, sweet, red, raw",15.0
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",14411.0,"Beverages, water, tap, drinking",156.58720200752822
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",15152.0,"Crustaceans, shrimp, mixed species, canned",12.1875
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",15160.0,"Mollusks, clam, mixed species, canned, drained solids",12.1875
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",20121.0,"Pasta, cooked, enriched, without added salt",140.0
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe",1001.0,"Butter, salted",9.134253450439148
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe",1032.0,"Cheese, parmesan, grated",13.048933500627353
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe",1053.0,"Cream, fluid, heavy whipping",78.29360100376411
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe",2047.0,"Salt, table, iodized",2.936010037641154
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe",11260.0,"Mushrooms, white, raw",25.0
